store_name,pincode,city,district,state,company,lat,lng,pop_2011,pop_2026,match_type,census_town,total_stores,ps_ratio_2026
V2 Retail Ltd. (HD22),110037,Mahipalpur,New Delhi,Delhi,V2 Retail,28.526324,77.084937,35501.0,53407.0,district_fallback,[New Delhi district avg],4,13351.75
V2 Retail Ltd. (HD24),110094,Bhajanpura,New Delhi,Delhi,V2 Retail,28.700226,77.259026,35501.0,53407.0,district_fallback,[New Delhi district avg],2,26703.5
V2 Retail Ltd. (HD25),110034,Ranibagh,North West Delhi,Delhi,V2 Retail,28.625855,77.087227,,,no_match,,2,
V2 Retail Ltd. (HD26),110037,Mahipalpur,New Delhi,Delhi,V2 Retail,28.54976,77.131044,35501.0,53407.0,district_fallback,[New Delhi district avg],4,13351.75
V2 Retail Ltd. (HD27),110040,Narela,North West Delhi,Delhi,V2 Retail,28.613895,77.209006,,,no_match,,3,
V2 Retail Ltd. (HD28),110045,New Delhi,New Delhi,Delhi,V2 Retail,28.603271,77.082588,35501.0,53407.0,district_fallback,[New Delhi district avg],34,1570.7941176470588
V2 Retail Ltd. (HD29),110043,Najafgarh,New Delhi,Delhi,V2 Retail,28.607001,76.985215,35501.0,53407.0,district_fallback,[New Delhi district avg],2,26703.5
V2 Retail Ltd. (HD30),110086,Delhi,Delhi,Delhi,V2 Retail,28.634522,77.069007,,,no_match,,8,
V2 Retail Ltd. (HD31),110084,Burari,Central Delhi,Delhi,V2 Retail,28.769798,77.182639,146190.0,197042.0,exact,Burari,3,65680.66666666667
V2 Retail Ltd. (HD32),110086,Delhi,Delhi,Delhi,V2 Retail,28.735119,77.00566,,,no_match,,8,
V2 Retail Ltd. (HD34),110059,New Delhi,New Delhi,Delhi,V2 Retail,28.620113,77.042245,35501.0,53407.0,district_fallback,[New Delhi district avg],34,1570.7941176470588
V2 Retail Ltd. (HG10),403001,Panaji,North Goa,Goa,V2 Retail,15.499877,73.832286,40017.0,60201.0,exact,Panaji,1,60201.0
V2 Retail Ltd. (HG11),403504,Bicholim,North Goa,Goa,V2 Retail,15.591179,73.946279,16986.0,25554.0,exact,Bicholim,3,8518.0
V2 Retail Ltd. (HG13),403801,Goa,Goa,Goa,V2 Retail,15.390184,73.85461,,,no_match,,2,
V2 Retail Ltd. (HH13),121003,Faridabad,Faridabad,Haryana,V2 Retail,28.462397,77.300399,1414050.0,2168015.0,exact,Faridabad,9,240890.55555555556
V2 Retail Ltd. (HH14),124001,Rohtak,Rohtak,Haryana,V2 Retail,28.323753,77.32424,374292.0,573863.0,exact,Rohtak,2,286931.5
V2 Retail Ltd. (HH15),125050,Fatehabad,Fatehabad,Haryana,V2 Retail,29.537407,75.71056,70777.0,108515.0,exact,Fatehabad,1,108515.0
V2 Retail Ltd. (HH16),133001,Ambala,Ambala,Haryana,V2 Retail,30.336649,76.86747,195153.0,299208.0,exact,Ambala,4,74802.0
V2 Retail Ltd. (HH17),136118,Kurukshetra,Kurukshetra,Haryana,V2 Retail,29.974883,76.855142,55845.0,84012.0,district_fallback,[Kurukshetra district avg],2,42006.0
V2 Retail Ltd. (HH20),122001,Gurugram,Gurugram,Haryana,V2 Retail,28.469208,77.038371,,,no_match,,20,
V2 Retail Ltd. (HH21),122101,Gurugram,Gurugram,Haryana,V2 Retail,28.405171,77.058517,,,no_match,,20,
V2 Retail Ltd. (HI05),173212,Solan,Solan,Himachal Pradesh,V2 Retail,30.908451,77.09992,39256.0,52678.0,exact,Solan,2,26339.0
V2 Retail Ltd. (HI06),176001,Birta Kangra,Birta Kangra,Himachal Pradesh,V2 Retail,32.111996,76.30087,,,no_match,,1,
V2 Retail Ltd. (HI07),174303,Una,Una,Himachal Pradesh,V2 Retail,31.462467,76.292837,18722.0,25123.0,exact,Una,2,12561.5
V2 Retail Ltd. (HJ08),831001,Jamshedpur,East Singhbhum,Jharkhand,V2 Retail,22.809388,86.202925,631364.0,1000975.0,exact,Jamshedpur,9,111219.44444444444
V2 Retail Ltd. (HJ09),834001,Ranchi,Ranchi,Jharkhand,V2 Retail,23.370127,85.325134,1073427.0,1701830.0,exact,Ranchi,19,89570.0
V2 Retail Ltd. (HJ10),825301,Hazaribagh,Hazaribagh,Jharkhand,V2 Retail,24.0,85.367,142489.0,225905.0,fuzzy,Hazaribag,4,56476.25
V2 Retail Ltd. (HJ11),814112,Deoghar,Deoghar,Jharkhand,V2 Retail,24.491013,86.69478,203123.0,322035.0,exact,Deoghar,2,161017.5
V2 Retail Ltd. (HJ12),825412,Rajhanwar,Thana Rajhanwar Rajhanwar,Jharkhand,V2 Retail,22.958178,85.52859,,,no_match,,1,
V2 Retail Ltd. (HJ14),814101,Dumka,Dumka,Jharkhand,V2 Retail,24.265355,87.248281,47584.0,75440.0,exact,Dumka,4,18860.0
V2 Retail Ltd. (HJ15),827013,Bokaro,Bokaro,Jharkhand,V2 Retail,23.372522,85.114914,39305.0,62315.0,exact,Bokaro,6,10385.833333333334
V2 Retail Ltd. (HJ17),831013,Adityapur,Saraikela Kharsawan,Jharkhand,V2 Retail,22.777553,86.169245,174355.0,276425.0,exact,Adityapur,1,276425.0
V2 Retail Ltd. (HJ19),834001,Ranchi,Ranchi,Jharkhand,V2 Retail,23.375107,85.33868,1073427.0,1701830.0,exact,Ranchi,19,89570.0
V2 Retail Ltd. (HJ20),831012,Jamshedpur,East Singhbhum,Jharkhand,V2 Retail,22.82524,86.23799,631364.0,1000975.0,exact,Jamshedpur,9,111219.44444444444
V2 Retail Ltd. (HJ21),826001,Dhanbad,Dhanbad,Jharkhand,V2 Retail,23.795645,86.430435,1162472.0,1843003.0,exact,Dhanbad,9,204778.11111111112
V2 Retail Ltd. (HJ22),831001,Jamshedpur,East Singhbhum,Jharkhand,V2 Retail,22.803062,86.191356,631364.0,1000975.0,exact,Jamshedpur,9,111219.44444444444
V2 Retail Ltd. (HJ23),833102,Chakradharpur,West Singhbhum,Jharkhand,V2 Retail,23.370127,85.325134,56531.0,89625.0,fuzzy,Chakardharpur,2,44812.5
V2 Retail Ltd. (HJ24),835302,Lohardaga,Lohardaga,Jharkhand,V2 Retail,23.43888,84.68597,57411.0,91020.0,exact,Lohardaga,2,45510.0
V2 Retail Ltd. (HJ25),832108,Gamharia Gamharia,Gamharia Gamharia,Jharkhand,V2 Retail,22.811958,86.107686,,,no_match,,1,
V2 Retail Ltd. (HJ26),826004,Dhanbad,Dhanbad,Jharkhand,V2 Retail,23.822815,86.4237,1162472.0,1843003.0,exact,Dhanbad,9,204778.11111111112
V2 Retail Ltd. (HJ27),829103,Ramgarh,Ramgarh,Jharkhand,V2 Retail,23.62676,85.515144,18215.0,28879.0,district_fallback,[Ramgarh district avg],2,14439.5
V2 Retail Ltd. (HJ28),834005,Ranchi,Ranchi,Jharkhand,V2 Retail,23.382676,85.296389,1073427.0,1701830.0,exact,Ranchi,19,89570.0
V2 Retail Ltd. (HJ29),815301,Giridih,Giridih,Jharkhand,V2 Retail,24.183,86.3,114533.0,181583.0,exact,Giridih,3,60527.666666666664
V2 Retail Ltd. (HJ30),814133,Godda,Godda,Jharkhand,V2 Retail,24.825794,87.213356,48480.0,76861.0,exact,Godda,3,25620.333333333332
V2 Retail Ltd. (HJ31),828109,Govindpur,Dhanbad,Jharkhand,V2 Retail,23.366533,85.32486,11318.0,17944.0,fuzzy,Gobindpur,1,17944.0
V2 Retail Ltd. (HK04),580030,Hubballi,Dharwad,Karnataka,V2 Retail,15.357978,75.12016,174923.0,263153.0,district_fallback,[Dharwad district avg],5,52630.6
V2 Retail Ltd. (HK07),586101,Vijayapura,Vijayapura,Karnataka,V2 Retail,16.602427,75.640656,34866.0,50128.0,exact,Vijayapura,3,16709.333333333332
V2 Retail Ltd. (HK10),585102,Kalaburagi,Kalaburagi,Karnataka,V2 Retail,17.3667,76.8333,,,no_match,,2,
V2 Retail Ltd. (HK11),580007,Vidyagiri Dharwar,Vidyagiri Dharwar,Karnataka,V2 Retail,15.3544,75.1244,,,no_match,,1,
V2 Retail Ltd. (HK12),590006,Angol Belgaum,Angol Belgaum,Karnataka,V2 Retail,15.822607,74.50336,490045.0,704556.0,locality_to_city,Belgaum,1,704556.0
V2 Retail Ltd. (HK13),570023,Mysore,Mysore,Karnataka,V2 Retail,12.294625,76.648704,893062.0,1283988.0,exact,Mysore,5,256797.6
V2 Retail Ltd. (HK14),587301,Jamkhandi,Jamkhandi,Karnataka,V2 Retail,16.505838,75.290985,68938.0,99115.0,exact,Jamkhandi,1,99115.0
V2 Retail Ltd. (HK15),584101,Raichur,Raichur,Karnataka,V2 Retail,16.2158,77.356954,234073.0,336535.0,exact,Raichur,1,336535.0
V2 Retail Ltd. (HK16),580023,Hubballi,Dharwad,Karnataka,V2 Retail,15.357445,75.14432,174923.0,263153.0,district_fallback,[Dharwad district avg],5,52630.6
V2 Retail Ltd. (HK17),560026,Bengaluru,Bangalore Urban,Karnataka,V2 Retail,12.955781,77.545681,33593.0,50537.0,district_fallback,[Bangalore Rural district avg],76,664.9605263157895
V2 Retail Ltd. (HK18),581110,Haveri,Haveri,Karnataka,V2 Retail,14.838641,75.62916,67102.0,96475.0,exact,Haveri,1,96475.0
V2 Retail Ltd. (HK19),587103,Vidyagiri Bagalkot,Vidyagiri Bagalkot,Karnataka,V2 Retail,16.174392,75.659534,,,no_match,,1,
V2 Retail Ltd. (HK20),583231,Koppal,Koppal,Karnataka,V2 Retail,15.552727,76.570201,70698.0,101645.0,exact,Koppal,1,101645.0
V2 Retail Ltd. (HK21),560016,Bengaluru,Bangalore Urban,Karnataka,V2 Retail,13.0827,77.6054,33593.0,50537.0,district_fallback,[Bangalore Rural district avg],76,664.9605263157895
V2 Retail Ltd. (HK22),570001,Mysuru,Mysore,Karnataka,V2 Retail,12.288829,76.649284,62270.0,93679.0,district_fallback,[Mysore district avg],1,93679.0
V2 Retail Ltd. (HK23),583101,Ballari,Ballari,Karnataka,V2 Retail,15.157005,76.946173,,,no_match,,1,
V2 Retail Ltd. (HK24),577101,Chikkamagaluru,Chikkamagaluru,Karnataka,V2 Retail,13.431738,75.915965,118401.0,170229.0,fuzzy,Chikmagalur,1,170229.0
V2 Retail Ltd. (HK25),560061,Bangalore,Balaji Theatre Bangalore,Karnataka,V2 Retail,12.912482,77.540005,488968.0,703007.0,fuzzy,Mangalore,1,703007.0
V2 Retail Ltd. (HK27),590010,Belgaum,Belagavi,Karnataka,V2 Retail,15.878047,74.514732,488157.0,701841.0,exact,Belgaum,3,233947.0
V2 Retail Ltd. (HK28),585401,Bidar,Bidar,Karnataka,V2 Retail,17.916322,77.523866,214373.0,308212.0,exact,Bidar,2,154106.0
V2 Retail Ltd. (HL03),388001,Anand,Anand,Gujarat,V2 Retail,22.565157,72.944154,198282.0,272409.0,exact,Anand,4,68102.25
V2 Retail Ltd. (HL04),387001,Nadiad,Kheda,Gujarat,V2 Retail,23.028249,72.681116,218095.0,299629.0,exact,Nadiad,2,149814.5
V2 Retail Ltd. (HL05),384265,Patan,Patan,Gujarat,V2 Retail,23.851343,72.12237,125497.0,172413.0,exact,Patan,2,86206.5
V2 Retail Ltd. (HL06),394210,Surat,Surat,Gujarat,V2 Retail,21.155353,72.832233,4467797.0,6138061.0,exact,Surat,27,227335.59259259258
V2 Retail Ltd. (HL08),394601,Bardoli,Surat,Gujarat,V2 Retail,21.143068,73.09867,60821.0,83559.0,exact,Bardoli,2,41779.5
V2 Retail Ltd. (HM21),482001,Jabalpur,Jabalpur,Madhya Pradesh,V2 Retail,23.168877,79.932144,1055525.0,1583295.0,exact,Jabalpur (M Corp.),6,263882.5
V2 Retail Ltd. (HM22),486001,Rewa,Rewa,Madhya Pradesh,V2 Retail,24.512482,81.431389,235654.0,353483.0,exact,Rewa,4,88370.75
V2 Retail Ltd. (HM23),461331,Harda,Harda,Madhya Pradesh,V2 Retail,22.342615,77.089704,68162.0,102244.0,exact,Harda,1,102244.0
V2 Retail Ltd. (HM24),462042,Bhopal,Bhopal,Madhya Pradesh,V2 Retail,23.171522,77.41855,1798218.0,2697340.0,exact,Bhopal,12,224778.33333333334
V2 Retail Ltd. (HM25),462018,Bhopal,Bhopal,Madhya Pradesh,V2 Retail,23.30314,77.39854,1798218.0,2697340.0,exact,Bhopal,12,224778.33333333334
V2 Retail Ltd. (HM26),450331,Khargone,Khargone,Madhya Pradesh,V2 Retail,22.686586,75.902969,106454.0,159682.0,exact,Khargone,3,53227.333333333336
V2 Retail Ltd. (HM28),480001,Chhindwara,Chhindwara,Madhya Pradesh,V2 Retail,22.0667,78.6333,138291.0,207438.0,exact,Chhindwara,3,69146.0
V2 Retail Ltd. (HM29),461001,Hoshangabad,Hoshangabad,Madhya Pradesh,V2 Retail,22.738072,75.835674,117988.0,176983.0,exact,Hoshangabad,1,176983.0
V2 Retail Ltd. (HM30),483501,Katni,Katni,Madhya Pradesh,V2 Retail,23.903328,80.81242,65885.0,99118.0,district_fallback,[Katni  district avg],1,99118.0
V2 Retail Ltd. (HM31),474002,Gwalior,Gwalior,Madhya Pradesh,V2 Retail,26.13598,78.21271,1054420.0,1581638.0,exact,Gwalior,7,225948.2857142857
V2 Retail Ltd. (HM32),487001,Narsinghpur,Narsinghpur,Madhya Pradesh,V2 Retail,22.948505,79.192764,18503.0,27836.0,district_fallback,[Narsimhapur district avg],1,27836.0
V2 Retail Ltd. (HM33),460001,Betul,Betul,Madhya Pradesh,V2 Retail,21.906494,77.903457,103330.0,154996.0,exact,Betul,1,154996.0
V2 Retail Ltd. (HM35),462026,Bhopal,Bhopal,Madhya Pradesh,V2 Retail,23.1734,77.4165,1798218.0,2697340.0,exact,Bhopal,12,224778.33333333334
V2 Retail Ltd. (HM36),451001,Khargone,Khargone,Madhya Pradesh,V2 Retail,21.831537,75.613479,106454.0,159682.0,exact,Khargone,3,53227.333333333336
V2 Retail Ltd. (HM37),455001,Dewas,Dewas,Madhya Pradesh,V2 Retail,22.968109,76.035089,289550.0,434327.0,exact,Dewas,3,144775.66666666666
V2 Retail Ltd. (HM38),466001,Sehore,Sehore,Madhya Pradesh,V2 Retail,23.200047,77.081345,108909.0,163364.0,exact,Sehore,2,81682.0
V2 Retail Ltd. (HM39),470004,Sagar,Sagar,Madhya Pradesh,V2 Retail,23.862495,78.7851,273296.0,409946.0,exact,Sagar,2,204973.0
V2 Retail Ltd. (HM41),482001,Jabalpur,Jabalpur,Madhya Pradesh,V2 Retail,23.153004,79.913168,1055525.0,1583295.0,exact,Jabalpur (M Corp.),6,263882.5
V2 Retail Ltd. (HM42),485002,Satna,Satna,Madhya Pradesh,V2 Retail,24.348637,80.60148,280222.0,420335.0,exact,Satna,3,140111.66666666666
V2 Retail Ltd. (HM44),456006,Ujjain,Ujjain,Madhya Pradesh,V2 Retail,23.180586,75.788483,515215.0,772826.0,exact,Ujjain,2,386413.0
V2 Retail Ltd. (HM46),486886,Singrauli,Singrauli,Madhya Pradesh,V2 Retail,24.5341,82.6697,220257.0,330387.0,exact,Singrauli,2,165193.5
V2 Retail Ltd. (HM47),462022,Bhopal,Bhopal,Madhya Pradesh,V2 Retail,23.250584,77.501811,1798218.0,2697340.0,exact,Bhopal,12,224778.33333333334
V2 Retail Ltd. (HM48),474002,Gwalior,Gwalior,Madhya Pradesh,V2 Retail,26.217831,78.171624,1054420.0,1581638.0,exact,Gwalior,7,225948.2857142857
V2 Retail Ltd. (HM49),452011,Indore,Indore,Madhya Pradesh,V2 Retail,22.746778,75.887137,1964086.0,2946144.0,exact,Indore (M Corp.),14,210438.85714285713
V2 Retail Ltd. (HM50),473001,Guna,Guna,Madhya Pradesh,V2 Retail,24.702778,77.482777,180935.0,271404.0,exact,Guna,3,90468.0
V2 Retail Ltd. (HN10),781008,Guwahati,Kamrup Metropolitan,Assam,V2 Retail,26.178352,91.752288,523581.0,785375.0,exact,Guwahati (M Corp.),20,39268.75
V2 Retail Ltd. (HN11),788001,Silchar,Cachar,Assam,V2 Retail,24.824146,92.800606,172830.0,259246.0,exact,Silchar,7,37035.142857142855
V2 Retail Ltd. (HN13),781314,Barpeta,Barpeta,Assam,V2 Retail,26.329327,91.0058,42649.0,63974.0,exact,Barpeta,5,12794.8
V2 Retail Ltd. (HN14),785001,Jorhat,Jorhat,Assam,V2 Retail,26.757898,94.21105,71782.0,107674.0,exact,Jorhat,5,21534.8
V2 Retail Ltd. (HN15),781012,Guwahati,Kamrup Metro,Assam,V2 Retail,26.155268,91.67112,523581.0,785375.0,exact,Guwahati (M Corp.),20,39268.75
V2 Retail Ltd. (HN21),799001,Agartala,West Tripura,Tripura,V2 Retail,23.829922,91.280754,400004.0,661458.0,exact,Agartala,11,60132.545454545456
V2 Retail Ltd. (HN22),788001,Silchar,Cachar,Assam,V2 Retail,24.826072,92.800349,172830.0,259246.0,exact,Silchar,7,37035.142857142855
V2 Retail Ltd. (HN23),793001,Shillong,Shillong,Meghalaya,V2 Retail,25.578487,91.881933,143229.0,218959.0,exact,Shillong,2,109479.5
V2 Retail Ltd. (HN25),781315,Barpeta,Barpeta,Assam,V2 Retail,26.482392,90.971543,42649.0,63974.0,exact,Barpeta,5,12794.8
V2 Retail Ltd. (HN26),784001,Tezpur,Sonitpur,Assam,V2 Retail,26.622608,92.7967,58559.0,87839.0,exact,Tezpur,4,21959.75
V2 Retail Ltd. (HN27),786125,Tinsukia,Dibrugarh,Assam,V2 Retail,27.594354,95.426194,99448.0,149173.0,exact,Tinsukia,3,49724.333333333336
V2 Retail Ltd. (HN28),781335,Nalbari,Nalbari,Assam,V2 Retail,26.449021,91.443898,27839.0,41759.0,exact,Nalbari,4,10439.75
V2 Retail Ltd. (HN29),782460,Diphu,Karbi Anglong,Assam,V2 Retail,25.841883,93.436874,61797.0,92696.0,exact,Diphu,2,46348.0
V2 Retail Ltd. (HN30),783380,Bongaigaon,Bongaigaon,Assam,V2 Retail,26.47524,90.558395,67322.0,100984.0,exact,Bongaigaon,1,100984.0
V2 Retail Ltd. (HN31),788711,Karimganj,Karimganj,Assam,V2 Retail,24.859766,92.37313,56854.0,85281.0,exact,Karimganj,2,42640.5
V2 Retail Ltd. (HN33),786001,Dibrugarh,Dibrugarh,Assam,V2 Retail,27.481598,94.906835,139565.0,209349.0,exact,Dibrugarh,4,52337.25
V2 Retail Ltd. (HN34),783301,Dhubri,Dhubri,Assam,V2 Retail,26.017,89.983,63388.0,95082.0,exact,Dhubri,3,31694.0
V2 Retail Ltd. (HN35),782435,Hojai,Hojai,Assam,V2 Retail,26.005837,92.856275,36638.0,54957.0,exact,Hojai,1,54957.0
V2 Retail Ltd. (HN36),782001,Nagaon,Nagaon,Assam,V2 Retail,26.354266,92.696724,117722.0,176584.0,exact,Nagaon,5,35316.8
V2 Retail Ltd. (HN39),784176,Biswanath Chariali,Biswanath,Assam,V2 Retail,26.727024,93.147029,19145.0,28718.0,exact,Biswanath Chariali,1,28718.0
V2 Retail Ltd. (HN40),783121,Goalpara,Goalpara,Assam,V2 Retail,26.147707,90.612895,53430.0,80145.0,exact,Goalpara,2,40072.5
V2 Retail Ltd. (HN42),787001,Lakhimpur,Lakhimpur,Assam,V2 Retail,27.237362,94.10649,10277.0,15416.0,fuzzy,Lakhipur,1,15416.0
V2 Retail Ltd. (HN43),795001,Imphal,Imphal West,Manipur,V2 Retail,24.807528,93.936104,20179.0,29355.0,district_fallback,[Imphal West district avg],4,7338.75
V2 Retail Ltd. (HN44),785621,Golaghat,Golaghat,Assam,V2 Retail,26.654262,93.984256,41989.0,62984.0,exact,Golaghat,3,20994.666666666668
V2 Retail Ltd. (HN45),785640,Sibsagar,Sivasagar,Assam,V2 Retail,26.981664,94.63172,15728.0,23592.0,district_fallback,[Sivasagar district avg],3,7864.0
V2 Retail Ltd. (HN46),784125,Mangaldoi,Darrang,Assam,V2 Retail,26.436567,92.030914,25989.0,38984.0,exact,Mangaldoi,2,19492.0
V2 Retail Ltd. (HN47),782105,Morigaon,Morigaon,Assam,V2 Retail,26.252189,92.342062,29164.0,43746.0,fuzzy,Marigaon,3,14582.0
V2 Retail Ltd. (HN48),784509,Udalguri,Udalguri,Assam,V2 Retail,26.747456,92.09689,15279.0,22919.0,exact,Udalguri,1,22919.0
V2 Retail Ltd. (HN60),797112,Dimapur,Dimapur,Nagaland,V2 Retail,25.90906,93.7261,122834.0,162186.0,exact,Dimapur,4,40546.5
V2 Retail Ltd. (HN80),795003,Manipur Imphal,Manipur Imphal,Manipur,V2 Retail,24.751098,93.92838,,,no_match,,1,
V2 Retail Ltd. (HO08),760001,Brahmapur,Ganjam,Odisha,V2 Retail,19.311511,84.790892,356598.0,518732.0,exact,Brahmapur,8,64841.5
V2 Retail Ltd. (HO09),753012,Cuttack,Cuttack,Odisha,V2 Retail,20.510513,85.915001,610189.0,887623.0,exact,Cuttack,14,63401.642857142855
V2 Retail Ltd. (HO10),751013,Bhubaneswar,Khordha,Odisha,V2 Retail,20.29886,85.80587,843402.0,1226871.0,exact,Bhubaneswar,18,68159.5
V2 Retail Ltd. (HO11),764001,Jeypore,Koraput,Odisha,V2 Retail,18.863352,82.579133,32309.0,47000.0,district_fallback,[Koraput district avg],2,23500.0
V2 Retail Ltd. (HO12),751019,Bhubaneswar,Khordha,Odisha,V2 Retail,20.330077,85.807458,843402.0,1226871.0,exact,Bhubaneswar,18,68159.5
V2 Retail Ltd. (HO13),751024,Bhubaneswar,Khordha,Odisha,V2 Retail,21.293899,86.688064,843402.0,1226871.0,exact,Bhubaneswar,18,68159.5
V2 Retail Ltd. (HO15),755019,Jajpur,Jajpur,Odisha,V2 Retail,20.849913,86.328445,37458.0,54489.0,fuzzy,Jajapur,4,13622.25
V2 Retail Ltd. (HO16),759122,Angul,Angul,Odisha,V2 Retail,20.840208,85.09654,43795.0,63707.0,fuzzy,Anugul,4,15926.75
V2 Retail Ltd. (HO18),756001,Balasore,Balasore,Odisha,V2 Retail,21.497005,86.92268,,,no_match,,2,
V2 Retail Ltd. (HO19),756100,Bhadrak,Balasore,Odisha,V2 Retail,21.057323,86.496346,107463.0,156323.0,exact,Bhadrak,2,78161.5
V2 Retail Ltd. (HO20),752106,Nimapada,Puri,Odisha,V2 Retail,20.05413,86.00397,19289.0,28059.0,exact,Nimapada,2,14029.5
V2 Retail Ltd. (HO21),770001,Sundargarh,Sundargarh,Odisha,V2 Retail,22.119004,84.041395,45036.0,65512.0,exact,Sundargarh,2,32756.0
V2 Retail Ltd. (HO23),752055,Khurda,Khurda,Odisha,V2 Retail,20.326463,85.820421,885363.0,1287911.0,locality_to_city,Bhubaneswar,2,643955.5
V2 Retail Ltd. (HO24),769012,Rourkela,Sundargarh,Odisha,V2 Retail,22.22534,84.838545,210317.0,305942.0,fuzzy,Raurkela,3,101980.66666666667
V2 Retail Ltd. (HO25),757001,Baripada,Mayurbhanj,Odisha,V2 Retail,21.934996,86.72683,109743.0,159640.0,exact,Baripada,3,53213.333333333336
V2 Retail Ltd. (HO26),751010,Bhubaneswar,Khordha,Odisha,V2 Retail,20.298526,85.863514,843402.0,1226871.0,exact,Bhubaneswar,18,68159.5
V2 Retail Ltd. (HO27),760001,Brahmapur,Ganjam,Odisha,V2 Retail,19.313182,84.787419,356598.0,518732.0,exact,Brahmapur,8,64841.5
V2 Retail Ltd. (HO28),751006,Bhubaneswar,Khordha,Odisha,V2 Retail,20.282469,85.862623,843402.0,1226871.0,exact,Bhubaneswar,18,68159.5
V2 Retail Ltd. (HO29),758001,Keonjhar,Keonjhar,Odisha,V2 Retail,21.622995,85.58015,28117.0,40901.0,district_fallback,[Kendujhar district avg],2,20450.5
V2 Retail Ltd. (HO30),768202,Jharsuguda,Jharsuguda,Odisha,V2 Retail,21.863306,84.0385,97730.0,142165.0,exact,Jharsuguda,6,23694.166666666668
V2 Retail Ltd. (HO31),768001,Sambalpur,Sambalpur,Odisha,V2 Retail,21.474772,83.965942,184000.0,267659.0,exact,Sambalpur,7,38237.0
V2 Retail Ltd. (HO32),754142,Paradeep,Jagatsinghpur,Odisha,V2 Retail,20.326463,85.820421,28995.0,42178.0,district_fallback,[Jagatsinghapur  district avg],3,14059.333333333334
V2 Retail Ltd. (HO36),766104,Nuapada,Nuapada,Odisha,V2 Retail,20.894674,82.5116,17027.0,24768.0,district_fallback,[Nuapada district avg],1,24768.0
V2 Retail Ltd. (HO38),757001,Baripada,Mayurbhanj,Odisha,V2 Retail,21.934996,86.72683,109743.0,159640.0,exact,Baripada,3,53213.333333333336
V2 Retail Ltd. (HO39),768025,Bargarh,Bargarh,Odisha,V2 Retail,21.678336,84.046095,80625.0,117283.0,exact,Bargarh,6,19547.166666666668
V2 Retail Ltd. (HO40),768201,Jharsuguda,Jharsuguda,Odisha,V2 Retail,21.848752,84.013183,97730.0,142165.0,exact,Jharsuguda,6,23694.166666666668
V2 Retail Ltd. (HO41),752069,Nayagarh,Nayagarh,Odisha,V2 Retail,20.129307,85.121244,17030.0,24773.0,exact,Nayagarh,2,12386.5
V2 Retail Ltd. (HO42),753012,Cuttack,Cuttack,Odisha,V2 Retail,20.348487,85.886895,610189.0,887623.0,exact,Cuttack,14,63401.642857142855
V2 Retail Ltd. (HO43),765001,Rayagada,Rayagada,Odisha,V2 Retail,19.189283,83.40953,71208.0,103584.0,exact,Rayagada,3,34528.0
V2 Retail Ltd. (HO44),768028,Bargarh,Bargarh,Odisha,V2 Retail,21.46432,83.53608,80625.0,117283.0,exact,Bargarh,6,19547.166666666668
V2 Retail Ltd. (HO45),759100,Talcher Angul,Talcher Angul,Odisha,V2 Retail,20.945171,85.20991,40841.0,59410.0,locality_to_city,Talcher,1,59410.0
V2 Retail Ltd. (HO46),756003,Remuna Balasore,Remuna Balasore,Odisha,V2 Retail,21.293899,86.688064,,,no_match,,1,
V2 Retail Ltd. (HO49),767002,Balangir,Balangir,Odisha,V2 Retail,20.704376,83.48822,98238.0,142904.0,exact,Balangir,2,71452.0
V2 Retail Ltd. (HO51),761110,Aska,Ganjam,Odisha,V2 Retail,22.0432,86.6234,21428.0,31171.0,fuzzy,Asika,2,15585.5
V2 Retail Ltd. (HP01),140001,Rupnagar,Rupnagar,Punjab,V2 Retail,30.960594,76.51116,56038.0,73991.0,exact,Rupnagar,2,36995.5
V2 Retail Ltd. (HP02),143521,Gurdaspur,Gurdaspur,Punjab,V2 Retail,32.034251,75.396248,75549.0,99752.0,exact,Gurdaspur,3,33250.666666666664
V2 Retail Ltd. (HP03),145001,Pathankot,Pathankot,Punjab,V2 Retail,32.290867,75.755183,148937.0,196651.0,exact,Pathankot,5,39330.2
V2 Retail Ltd. (HP04),141008,Jama Masjid Ludhiana,Jama Masjid Ludhiana,Punjab,V2 Retail,31.227337,75.50963,1618879.0,2137514.0,locality_to_city,Ludhiana,1,2137514.0
V2 Retail Ltd. (HP05),140603,Zirakpur,Zirakpur,Punjab,V2 Retail,30.628692,76.823735,95553.0,126165.0,exact,Zirakpur,8,15770.625
V2 Retail Ltd. (HP06),143505,Batala,Batala,Punjab,V2 Retail,31.333054,75.57695,156619.0,206795.0,exact,Batala,2,103397.5
V2 Retail Ltd. (HP07),140307,Mohali,Mohali,Punjab,V2 Retail,30.69562,76.676316,,,no_match,,4,
V2 Retail Ltd. (HP08),148024,Dhuri,Dhuri,Punjab,V2 Retail,30.752327,76.632161,55225.0,72917.0,exact,Dhuri,1,72917.0
V2 Retail Ltd. (HP09),144601,Kapurthala,Kapurthala,Punjab,V2 Retail,31.379548,75.392208,98916.0,130605.0,exact,Kapurthala,2,65302.5
V2 Retail Ltd. (HP10),144514,Nawanshahr,Nawanshahr,Punjab,V2 Retail,31.053778,76.11196,46024.0,60769.0,exact,Nawanshahr,2,30384.5
V2 Retail Ltd. (HP11),146001,Hoshiarpur,Hoshiarpur,Punjab,V2 Retail,31.525694,75.896703,168653.0,222684.0,exact,Hoshiarpur,2,111342.0
